Compound ID,Target,Assay (Percent degradation),DOI,DC50,Dmax,Assay (DC50/Dmax),PROTAC to Target
1826,SIRT2,71/38/13 (WB),10.1021/acsmedchemlett.0c00423,,,,% SIRT2 degradation in MCF7 cells after 48 h treatment at 5/10/25 μM
1827,HPGDS,,10.1021/acsmedchemlett.0c00605,,,,
1828,HPGDS,,10.1021/acsmedchemlett.0c00605,,N.D.,,
1829,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1830,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1831,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1832,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1833,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1834,IDO1,,10.1016/j.apsb.2020.02.010,2840,93,Degradation of IDO1 in HeLa cells after 24 h treatment,
1835,IDO1,,10.1016/j.apsb.2020.02.010,,N.D.,,
1836,SHP2,,10.1016/j.bioorg.2021.104788,,,,
1837,SHP2,,10.1016/j.bioorg.2021.104788,,,,
1838,SHP2,,10.1016/j.bioorg.2021.104788,,,,
1839,SHP2,,10.1016/j.bioorg.2021.104788,,,,
1840,ADRA1A,,10.1016/j.apsb.2020.01.014,4320,,Degradation of ADRA1A in HEK293 cells after 12 h treatment,
1841,ADRA1A,,10.1016/j.apsb.2020.01.014,,,,
1842,ADRA1A,,10.1016/j.apsb.2020.01.014,2860,94,Degradation of ADRA1A in HEK293 cells after 12 h treatment,
1843,HDAC1,,10.1002/anie.202006725,,,,
1843,HDAC6,,10.1002/anie.202006725,,,,
1843,HDAC2,,10.1002/anie.202006725,,,,
1843,HDAC3,,10.1002/anie.202006725,,,,
1844,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1845,CD147,,10.1016/j.bioorg.2020.104453,13850,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1846,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1847,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1848,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1849,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1850,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1851,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1852,CD147,,10.1016/j.bioorg.2020.104453,6720,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1853,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1854,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1855,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1856,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1857,CD147,,10.1016/j.bioorg.2020.104453,16840,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1858,CD147,,10.1016/j.bioorg.2020.104453,>40000,,Degradation of CD147 in Sk-Mel-28 cells after 6 h treatment,
1859,HDAC3,,10.1016/j.ejmech.2020.112800,,,,
1860,HDAC3,,10.1016/j.ejmech.2020.112800,,,,
1861,HDAC2,,10.1016/j.ejmech.2020.112800,,,,
1862,HDAC3,,10.1016/j.ejmech.2020.112800,,,,
1863,HDAC3,,10.1016/j.ejmech.2020.112800,,,,
1863,HDAC2,,10.1016/j.ejmech.2020.112800,,,,
1864,HDAC3,,10.1016/j.ejmech.2020.112800,,,,
1865,HDAC3,,10.1016/j.ejmech.2020.112800,320,,Degradation of HDAC3 in RAW 264.7 cells after 24 h treatment,
1866,AR,,10.1016/j.ejmech.2021.113307,,,,
1867,AR,,10.1016/j.ejmech.2021.113307,,,,
1868,AR,,10.1016/j.ejmech.2021.113307,,,,
1869,AR,,10.1016/j.ejmech.2021.113307,,,,
1870,AR,,10.1016/j.ejmech.2021.113307,,,,
1871,AR,,10.1016/j.ejmech.2021.113307,,,,
1872,AR,,10.1016/j.ejmech.2021.113307,,,,
1873,AR,,10.1016/j.ejmech.2021.113307,,,,
1874,AR,,10.1016/j.ejmech.2021.113307,,,,
1875,AR,,10.1016/j.ejmech.2021.113307,,,,
1876,AR,,10.1016/j.ejmech.2021.113307,,,,
1877,AR,,10.1016/j.ejmech.2021.113307,,,,
1878,AR,,10.1016/j.ejmech.2021.113307,,,,
1879,AR,,10.1016/j.ejmech.2021.113307,,,,
1880,AR,,10.1016/j.ejmech.2021.113307,,,,
1881,AR,,10.1016/j.ejmech.2021.113307,,,,
1882,AR,,10.1016/j.ejmech.2021.113307,,,,
1883,AR,,10.1016/j.ejmech.2021.113307,,,,
1884,AR,,10.1016/j.ejmech.2021.113307,,,,
1885,AR,,10.1016/j.ejmech.2021.113307,,,,
1886,AR,,10.1016/j.ejmech.2021.113307,,,,
1887,AR,,10.1016/j.ejmech.2021.113307,,,,
1888,AR,,10.1016/j.ejmech.2021.113307,,,,
1889,AR,,10.1016/j.ejmech.2021.113307,,,,
1890,AR,,10.1016/j.ejmech.2021.113307,,,,
1891,AR,,10.1016/j.ejmech.2021.113307,,,,
1892,AR,,10.1016/j.ejmech.2021.113307,,,,
1893,AR,,10.1016/j.ejmech.2021.113307,,,,
1894,AR,,10.1016/j.ejmech.2021.113307,,,,
1895,AR,,10.1016/j.ejmech.2021.113307,,,,
1896,AR,,10.1016/j.ejmech.2021.113307,,,,
1897,AR,,10.1016/j.ejmech.2021.113307,,,,
1898,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1899,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1900,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1901,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1902,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1903,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1904,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1905,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1906,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1907,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1908,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1909,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1910,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1911,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1912,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1913,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1914,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1915,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1916,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1917,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1918,GSK-3beta,,10.1016/j.ejmech.2020.112949,,,,
1919,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1920,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1921,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1922,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1923,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1924,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1925,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1926,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1927,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1928,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1929,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1930,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1931,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1932,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1933,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1934,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1935,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1936,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1937,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1938,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1939,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1940,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1941,EEF2K,,10.1016/j.ejmech.2020.112505,,,,
1942,EEF2K,,10.1016/j.ejmech.2020.112505,,56.7,,
1943,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1944,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1945,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1946,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1947,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1948,VEGFR-2,,10.1016/j.ejmech.2020.112654,,,,
1949,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1949,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1949,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1950,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1950,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1950,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1951,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1951,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1951,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1952,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1952,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1952,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1953,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1953,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1953,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1954,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1954,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1954,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1955,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1955,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1955,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1956,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1956,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1956,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1957,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1957,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1957,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1958,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1958,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1958,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1959,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1959,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1959,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1960,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1960,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1960,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1961,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1961,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1961,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1962,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1962,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1962,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1963,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1963,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1963,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1964,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1964,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1964,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1965,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1965,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1965,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1966,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1966,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1966,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1967,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1967,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1967,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1968,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1968,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1968,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1969,CDK2,,10.1016/j.ejmech.2020.112903,,,,
1969,CDK4,,10.1016/j.ejmech.2020.112903,,,,
1969,CDK6,,10.1016/j.ejmech.2020.112903,,,,
1970,ALK,,10.1016/j.ejmech.2020.113150,,,,
1971,ALK,,10.1016/j.ejmech.2020.113150,,,,
1972,ALK,,10.1016/j.ejmech.2020.113150,,,,
1973,ALK,,10.1016/j.ejmech.2020.113150,,,,
1974,ALK,,10.1016/j.ejmech.2020.113150,,,,
1975,ALK,,10.1016/j.ejmech.2020.113150,,,,
1976,ALK,,10.1016/j.ejmech.2020.113150,,,,
1977,ALK,,10.1016/j.ejmech.2020.113150,,,,
1978,ALK,,10.1016/j.ejmech.2020.113150,,,,
1979,ALK,,10.1016/j.ejmech.2020.113150,,,,
1980,ALK,,10.1016/j.ejmech.2020.113150,,,,
1981,ALK,,10.1016/j.ejmech.2020.113150,,,,
1982,ALK,,10.1016/j.ejmech.2020.113150,,,,
1983,ALK,,10.1016/j.ejmech.2020.113150,,,,
1984,ALK,,10.1016/j.ejmech.2020.113150,,,,
1985,ALK,,10.1016/j.ejmech.2020.113150,,,,
1986,ALK,,10.1016/j.ejmech.2020.113150,,,,
1987,ALK,,10.1016/j.ejmech.2020.113150,,,,
1988,ALK,,10.1016/j.ejmech.2020.113150,,,,
1989,ALK,,10.1016/j.ejmech.2020.113150,,,,
1990,ALK,,10.1016/j.ejmech.2020.113150,,,,
1991,ALK,,10.1016/j.ejmech.2020.113150,,,,
1992,ALK,,10.1016/j.ejmech.2020.113150,,,,
1993,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
1993,EGFR,,10.1016/j.ejmech.2020.112781,,,,
1993,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
1994,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
1994,EGFR,,10.1016/j.ejmech.2020.112781,,,,
1994,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
1995,EGFR e19d,,10.1016/j.ejmech.2020.112781,0.51,80.4,Degradation of EGFR del19 in HCC827 cells after 48 h treatment,
1995,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,126.2,90.3,Degradation of EGFR L858R/T790M in H1975 cells after 48 h treatment,
1995,EGFR,,10.1016/j.ejmech.2020.112781,,N.D.,,
1996,EGFR e19d,,10.1016/j.ejmech.2020.112781,3.54,74.8,Degradation of EGFR del19 in HCC827 cells after 48 h treatment,
1996,EGFR,,10.1016/j.ejmech.2020.112781,,,,
1996,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,151.2,80.3,Degradation of EGFR L858R/T790M in H1975 cells after 48 h treatment,
1997,EGFR,,10.1016/j.ejmech.2020.112781,,,,
1997,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
1997,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
1998,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
1998,EGFR,,10.1016/j.ejmech.2020.112781,,N.D.,,
1998,EGFR e19d,,10.1016/j.ejmech.2020.112781,1.91,82,Degradation of EGFR del19 in HCC827 cells after 48 h treatment,
1999,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
1999,EGFR,,10.1016/j.ejmech.2020.112781,,,,
1999,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
2000,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
2000,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
2000,EGFR,,10.1016/j.ejmech.2020.112781,,,,
2001,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
2001,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
2001,EGFR,,10.1016/j.ejmech.2020.112781,,,,
2002,EGFR,,10.1016/j.ejmech.2020.112781,,,,
2002,EGFR L858R/T790M,,10.1016/j.ejmech.2020.112781,,,,
2002,EGFR e19d,,10.1016/j.ejmech.2020.112781,,,,
2003,CBP,,10.1016/j.chembiol.2020.12.004,,,,
2003,EP300,,10.1016/j.chembiol.2020.12.004,,,,
2004,IRAK4,,10.1016/j.chembiol.2020.08.010,,46,,
2005,IRAK4,,10.1016/j.chembiol.2020.08.010,485,92,Degradation of IRAK4 in HEK293T cells after 24 h treatment,
2006,IRAK4,,10.1016/j.chembiol.2020.08.010,190,93,Degradation of IRAK4 in HEK293T cells after 24 h treatment,
2007,IRAK4,,10.1016/j.chembiol.2020.08.010,293,97,Degradation of IRAK4 in HEK293T cells after 24 h treatment,
2008,IRAK4,,10.1016/j.chembiol.2020.08.010,405,90,Degradation of IRAK4 in HEK293T cells after 24 h treatment,
2009,IRAK4,,10.1016/j.chembiol.2020.08.010,7420,71,Degradation of IRAK4 in HEK293T cells after 24 h treatment,
2010,IRAK4,,10.1016/j.chembiol.2020.08.010,,47,,
2011,IRAK4,,10.1016/j.chembiol.2020.08.010,,30,,
2012,HDAC3,,10.1039/d0cc03243c,,,,
2013,HDAC3,,10.1039/d0cc03243c,,,,
2014,HDAC3,,10.1039/d0cc03243c,,,,
2015,HDAC3,74/72 (WB),10.1039/d0cc03243c,,,,% HDAC3 degradation in MDA-MB-468 cells after 14 h treatment at 0.1/1 μM
2016,HDAC3,72/84 (WB),10.1039/d0cc03243c,,,,% HDAC3 degradation in MDA-MB-468 cells after 14 h treatment at 0.1/1 μM
2017,HDAC3,,10.1039/d0cc03243c,42,,Degradation of HDAC3 in MDA-MB-468 cells after 14 h treatment,
2018,HDAC3,41/56 (WB),10.1039/d0cc03243c,,,,% HDAC3 degradation in MDA-MB-468 cells after 14 h treatment at 0.1/1 μM
2019,CDK6,,10.1039/d0sc00167h,,,,
2019,CDK4,,10.1039/d0sc00167h,,,,
2020,CDK6,,10.1039/d0sc00167h,,,,
2020,CDK4,,10.1039/d0sc00167h,,,,
2021,CDK4,,10.1039/d0sc00167h,,,,
2021,CDK6,,10.1039/d0sc00167h,,,,
2022,CDK4,,10.1039/d0sc00167h,,,,
2022,CDK6,,10.1039/d0sc00167h,,,,
2023,CDK6,,10.1039/d0sc00167h,,,,
2023,CDK4,,10.1039/d0sc00167h,,,,
2024,CDK6,,10.1039/d0sc00167h,,,,
2024,CDK4,,10.1039/d0sc00167h,,,,
2025,CDK6,,10.1039/d0sc00167h,,,,
2025,CDK4,,10.1039/d0sc00167h,,,,
2026,CDK6,,10.1039/d0sc00167h,,,,
2026,CDK4,,10.1039/d0sc00167h,,,,
2027,CDK4,,10.1039/d0sc00167h,,,,
2027,CDK6,,10.1039/d0sc00167h,,,,
2028,CDK6,,10.1039/d0sc00167h,,,,
2028,CDK4,,10.1039/d0sc00167h,,,,
2029,CDK6,97.1/95.9,10.1039/d0sc00167h,,,,% CDK6 degradation in MM.1S cells after 16 h treatment at 100/1000 nM
2029,CDK4,,10.1039/d0sc00167h,,,,
2030,CDK6,,10.1039/d0sc00167h,,,,
2030,CDK4,,10.1039/d0sc00167h,,,,
2031,CDK6,,10.1039/d0sc00167h,,,,
2031,CDK4,,10.1039/d0sc00167h,,,,
2032,CDK6,,10.1039/d0sc00167h,,,,
2032,CDK4,,10.1039/d0sc00167h,,,,
2033,CDK6,,10.1039/d0sc00167h,,,,
2033,CDK4,,10.1039/d0sc00167h,,,,
2034,CDK6,,10.1039/d0sc00167h,,,,
2034,CDK4,,10.1039/d0sc00167h,,,,
2035,CDK6,,10.1039/d0sc00167h,,,,
2035,CDK4,,10.1039/d0sc00167h,,,,
2036,CDK6,,10.1039/d0sc00167h,,,,
2036,CDK4,,10.1039/d0sc00167h,,,,
2037,CDK4,,10.1039/d0sc00167h,,,,
2037,CDK6,,10.1039/d0sc00167h,,,,
2038,CDK4,,10.1039/d0sc00167h,20,,Degradation of CDK4 in MM.1S cells after 16 h treatment,
2038,CDK6,,10.1039/d0sc00167h,5.1,>95,Degradation of CDK6 in MM.1S cells after 16 h treatment,
2039,CDK6,25/82,10.1039/d0sc00167h,,,,% CDK6 degradation in MM.1S cells after 16 h treatment at 100/1000 nM
2039,CDK4,,10.1039/d0sc00167h,,,,
2040,CDK6,0/0,10.1039/d0sc00167h,,,,% CDK6 degradation in MM.1S cells after 16 h treatment at 100/1000 nM
2040,CDK4,0/0,10.1039/d0sc00167h,,,,% CDK4 degradation in MM.1S cells after 16 h treatment at 100/1000 nM
2041,AURKB,,10.1016/j.cell.2020.10.038,,,,
2041,AURKA,62 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 0.1 μM
2041,AURKA,,10.1016/j.cell.2020.10.038,,,,
2042,AURKA,36 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 1 μM
2043,AURKA,30 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 0.1 μM
2044,AURKA,,10.1038/s41589-020-00652-y,28,,Degradation of AURKA in MV4-11 cells after 6 h treatment,
2045,AURKA,40 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 1 μM
2046,AURKA,2 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 0.1 μM
2047,AURKA,0 (WB),10.1038/s41589-020-00652-y,,,,% AURORA-A degradation in AURORA-A in MV4-11 cells after 6 h treatment at 0.1 μM
2048,BRAF V600E,,10.1038/s41589-020-0609-7,90,84,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2049,BRAF V600E,,10.1038/s41589-020-0609-7,45,65,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2050,BRAF V600E,,10.1038/s41589-020-0609-7,100,51,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2051,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2052,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2053,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2054,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2055,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2056,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2057,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2058,BRAF V600E,,10.1038/s41589-020-0609-7,,,,
2059,BRAF V600E,,10.1038/s41589-020-0609-7,500,50,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2060,BRAF V600E,,10.1038/s41589-020-0609-7,,N.D.,,
2061,BRAF V600E,,10.1038/s41589-020-0609-7,,N.D.,,
2062,BRAF V600E,,10.1038/s41589-020-0609-7,,N.D.,,
2063,BRAF V600E,,10.1038/s41589-020-0609-7,25,71,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2064,BRAF V600E,,10.1038/s41589-020-0609-7,80,72,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2065,BRAF V600E,,10.1038/s41589-020-0609-7,50,74,Degradation of BRAF V600E in A375 cells after 24 h treatment,
2066,BTK,,10.1038/s41589-020-00686-2,,,,
2067,BTK,,10.1038/s41589-020-00686-2,800,,Degradation of BTK in THP-1 cells,
2068,BTK,,10.1038/s41589-020-00686-2,4700,,Degradation of BTK in THP-1 cells,
2069,CDK2,,10.1038/s41589-021-00742-5,,,,
2070,CDK2,,10.1038/s41589-021-00742-5,,,,
2071,CDK2,,10.1038/s41589-021-00742-5,56/13/18,,Degradation of CDK2 in OCI-AML2/OCI-AML3/Ramos cells after 48 h treatment,
2071,CDK2,,10.1038/s41589-021-00742-5,61/12/1,,Degradation of CDK2 in Kasumi-1/NB4/MV-4-11 cells after 48 h treatment,
2071,CDK2,,10.1038/s41589-021-00742-5,43/33/29,,Degradation of CDK2 in Z138/HBL-1/Mino cells after 48 h treatment,
2071,CDK2,,10.1038/s41589-021-00742-5,38/53/11,,Degradation of CDK2 in Jurkat/MOLT-4/U937 cells after 48 h treatment,
2071,CDK2,,10.1038/s41589-021-00742-5,160/4/9,,Degradation of CDK2 in Pfeiffer/DOHH2/K562 cells after 48 h treatment,
2071,CDK2,,10.1038/s41589-021-00742-5,22/8,,Degradation of CDK2 in MM.1S/MDA-MB-231 cells after 48 h treatment,
2072,CDK2,,10.1038/s41589-021-00742-5,,,,
2073,BRAF G466V,,10.1038/s41467-021-21159-7,29/23,80/90,Degradation of BRAF G466V in H1666/CAL-12T cells,
2073,BRAF V600K,,10.1038/s41467-021-21159-7,,,,
2073,BRAF K601E,,10.1038/s41467-021-21159-7,,,,
2073,BRAF G466E,,10.1038/s41467-021-21159-7,,,,
2073,BRAF D594N,,10.1038/s41467-021-21159-7,,,,
2073,BRAF,,10.1038/s41467-021-21159-7,,,,
2073,BRAF G469A,,10.1038/s41467-021-21159-7,15,95,Degradation of BRAF G469A in SK-MEL-246 cells,
2073,BRAF V600E,,10.1038/s41467-021-21159-7,6.8,95,Degradation of BRAF V600E in SK-MEL-28 cells,
2074,BRAF V600K,,10.1038/s41467-021-21159-7,,,,
2074,BRAF K601E,,10.1038/s41467-021-21159-7,,,,
2074,BRAF G469A,,10.1038/s41467-021-21159-7,,,,
2074,BRAF G466E,,10.1038/s41467-021-21159-7,,,,
2074,BRAF V600E,,10.1038/s41467-021-21159-7,,,,
2074,BRAF D594N,,10.1038/s41467-021-21159-7,,,,
2074,BRAF G466V,,10.1038/s41467-021-21159-7,,,,
2074,BRAF,,10.1038/s41467-021-21159-7,,,,
2075,BRAF G466E,,10.1038/s41467-021-21159-7,,,,
2075,BRAF V600E,,10.1038/s41467-021-21159-7,,,,
2075,BRAF V600K,,10.1038/s41467-021-21159-7,,,,
2075,BRAF K601E,,10.1038/s41467-021-21159-7,,,,
2075,BRAF G469A,,10.1038/s41467-021-21159-7,,,,
2075,BRAF D594N,,10.1038/s41467-021-21159-7,,,,
2075,BRAF G466V,,10.1038/s41467-021-21159-7,,,,
2075,BRAF,,10.1038/s41467-021-21159-7,,,,
2076,BTK,,10.1038/s41467-020-17997-6,6.6,,Degradation of BTK in MOLM-14 cells after 24 h treatment,
2077,BTK,,10.1038/s41467-020-17997-6,,,,
2078,BTK,,10.1038/s41467-020-17997-6,,,,
2079,BTK,,10.1038/s41467-020-17997-6,,,,
2080,BTK,,10.1038/s41467-020-17997-6,,,,
2081,BTK,,10.1038/s41467-020-17997-6,,,,
2082,BTK,,10.1038/s41467-020-17997-6,,,,
2083,BTK,,10.1038/s41467-020-17997-6,,,,
2084,BTK,,10.1038/s41467-020-17997-6,,,,
2085,BTK,,10.1038/s41467-020-17997-6,,,,
2086,BTK,,10.1038/s41467-020-17997-6,,,,
2087,BTK,,10.1038/s41467-020-17997-6,,,,
2088,BTK,,10.1038/s41467-020-17997-6,,,,
